id,complaint_text,category,urgency
2025,"The automatic door opener button for the accessible entrance to the Student Union is broken.",Facilities,Medium
2026,"The shared bathroom on my floor (Juniper 3 South) has not been cleaned thoroughly in days.",Housing,Medium
2027,"My student account was incorrectly charged a 'new student fee' even though I am a returning student.",Financial Aid,Medium
2028,"The campus shuttle app frequently freezes or crashes.",Campus Life,Low
2029,"The online platform for my asynchronous course is poorly designed and difficult to navigate.",IT Support,Low
2030,"The pizza served tonight was cold and the cheese wasn't fully melted.",Dining Services,Low
2031,"My professor for BIOL 301 has not responded to emails regarding clarification on the final project requirements.",Academic,Medium
2032,"There is a large pothole forming on the access road near the stadium parking.",Facilities,Medium
2033,"My roommate is consistently leaving the shared bathroom in an unsanitary condition.",Housing,Medium
2034,"I cannot log into the university's career services portal to apply for jobs.",IT Support,Medium
2035,"I need information on how taking a leave of absence impacts student loan repayment status.",Financial Aid,Medium
2036,"The campus needs more outdoor seating with shade.",Campus Life,Low
2037,"The software required for my Graphic Design course (Adobe InDesign) keeps crashing.",IT Support,High
2038,"The coffee machine in the library cafe is out of order again.",Dining Services,Low
2039,"The prerequisites listed for MATH 350 in the course catalog seem incorrect.",Academic,Low
2040,"The handrail on the main staircase in the library feels loose.",Facilities,Medium
2041,"My dorm room (Laurel 603) window has a broken seal and is very drafty.",Housing,Medium
2042,"My password for university systems expired and the reset tool is not sending the email link.",IT Support,High
2043,"I need to verify my enrollment for an external scholarship provider.",Financial Aid,Low
2044,"The campus needs more water bottle filling stations, especially in older buildings.",Campus Life,Low
2045,"The video lectures for my online history class have very poor audio quality.",IT Support,Low
2046,"The dining hall often runs out of clean silverware during peak times.",Dining Services,Low
2047,"I need to appeal a grade in my Economics course due to a suspected calculation error.",Academic,High
2048,"The lighting in the study carrels on the 4th floor of the library is too dim.",Facilities,Low
2049,"My RA seems biased when handling roommate disputes on our floor.",Housing,Medium
2050,"My financial aid package hasn't been adjusted after I submitted updated income information.",Financial Aid,High
2051,"The campus needs better promotion of student clubs and organizations.",Campus Life,Low
2052,"The university email system is down, preventing communication about group projects.",IT Support,High
2053,"The vegan 'meatball' option was extremely dry and flavorless.",Dining Services,Low
2054,"My professor for SOCI 101 frequently goes off-topic and doesn't cover the required material.",Academic,Low
2055,"The elevator in the Science Building smells strongly of chemicals.",Facilities,Medium
2056,"The shared kitchen on my floor (Oak 3rd) has ants.",Housing,Medium
2057,"Unable to access my online paystub through the student employee portal.",IT Support,Low
2058,"Need assistance understanding the terms and conditions of my Parent PLUS loan.",Financial Aid,Low
2059,"The campus needs more spaces available for student organization meetings.",Campus Life,Low
2060,"The required online homework platform for calculus keeps marking correct answers wrong.",IT Support,Medium
2061,"The soup of the day was lukewarm.",Dining Services,Low
2062,"My advisor is recommending courses that don't align with my career interests.",Academic,Low
2063,"The automatic flush mechanism on a toilet in the Student Union restroom is broken (constantly running).",Facilities,Low
2064,"My roommate consistently plays loud music during quiet hours, disturbing my sleep.",Housing,High
2065,"My financial aid refund seems to be delayed past the scheduled disbursement date.",Financial Aid,High
2066,"The campus needs more bike lanes clearly marked on main roads.",Campus Life,Medium
2067,"The university's main website is not rendering correctly on my browser.",IT Support,Low
2068,"The dining hall staff member handling the grill had dirty fingernails.",Dining Services,Medium
2069,"I need to request an extension for my final paper due to a family emergency.",Academic,High
2070,"The lighting pathway between the dorms and the student center is partially out.",Facilities,Medium
2071,"My dorm room (Birch 211) heating unit is not working effectively.",Housing,Medium
2072,"My student ID card isn't working to access the computer lab after hours.",IT Support,Medium
2073,"I need information on applying for need-based university grants.",Financial Aid,Low
2074,"The campus should offer more intramural sports options.",Campus Life,Low
2075,"The professor for ENGL 220 provides very vague feedback on essays.",Academic,Medium
2076,"The water fountain near the gym entrance is leaking water onto the floor.",Facilities,Medium
2077,"My RA has not responded to my report about a broken appliance in the common room.",Housing,Low
2078,"My external scholarship check has not been credited to my student account yet.",Financial Aid,Medium
2079,"The campus needs more comfortable study furniture in the library.",Campus Life,Low
2080,"The online platform for my language course (Rosetta Stone/Duolingo) isn't syncing progress correctly.",IT Support,Low
2081,"The dining hall served undercooked pasta today.",Dining Services,Medium
2082,"My professor for ART 150 seems unprepared for class discussions.",Academic,Low
2083,"The elevator in the library is making a concerning rattling noise.",Facilities,Medium
2084,"My dorm room (Cedar 405) window screen has a large hole.",Housing,Low
2085,"Unable to log into the online portal to check my final grades.",IT Support,High
2086,"Need clarification on the Satisfactory Academic Progress requirements for financial aid.",Financial Aid,Medium
2087,"The campus needs more events geared towards graduate student social networking.",Campus Life,Low
2088,"The software required for my music composition class (Sibelius) is not working.",IT Support,Medium
2089,"The milk options (dairy, soy, oat) were all empty this morning.",Dining Services,Medium
2090,"My advisor provided incorrect information about the deadline to declare my major.",Academic,High
2091,"The lighting in the underground parking garage is flickering in several areas.",Facilities,Medium
2092,"My roommate is storing perishable food improperly, causing odors.",Housing,Low
2093,"My financial aid package does not reflect my recent change in dependency status.",Financial Aid,High
2094,"The campus needs better signage indicating accessible building entrances.",Campus Life,Low
2095,"The university's cloud storage service (OneDrive) is not accessible.",IT Support,Medium
2096,"The salad dressing was watery and flavorless.",Dining Services,Low
2097,"My professor for HIST 300 is consistently late in posting grades online.",Academic,Medium
2098,"The automatic soap dispenser in the restroom by the main cafe is broken.",Facilities,Low
2099,"My RA seems unavailable and disengaged from floor activities.",Housing,Low
2100,"My student account shows a hold preventing registration, but the reason listed is unclear.",Financial Aid,High
2101,"The campus needs more affordable entertainment options.",Campus Life,Low
2102,"The university wifi network is blocking access to required online research databases.",IT Support,High
2103,"The dining hall food handlers were not wearing hairnets.",Dining Services,Medium
2104,"My professor for PHIL 101 is using outdated course materials.",Academic,Low
2105,"The elevator in the Student Union has a strong, unpleasant odor.",Facilities,Low
2106,"My dorm room (Elm 715) AC unit is leaking water.",Housing,Medium
2107,"My student ID card isn't working at the campus print stations.",IT Support,Low
2108,"Need assistance understanding the details of my federal loan entrance counseling.",Financial Aid,Low
2109,"The campus needs more group fitness classes offered in the early mornings.",Campus Life,Low
2110,"The online exam required Respondus Lockdown Browser, which malfunctioned mid-test.",IT Support,High
2111,"The 'freshly baked' cookies were hard and seemed stale.",Dining Services,Low
2112,"My request for a course substitution was denied without adequate justification.",Academic,Medium
2113,"The pathway near the lake has overgrown vegetation making it narrow.",Facilities,Low
2114,"My roommate has created an uncomfortable living environment due to poor hygiene.",Housing,Medium
2115,"My financial aid verification documents seem to have been lost by the office.",Financial Aid,High
2116,"The campus shuttle app provides inaccurate arrival time estimates.",Campus Life,Medium
2117,"The specialized simulation software (MATLAB Simulink) license has expired.",IT Support,High
2118,"The dining hall served burgers that were burnt on the outside and pink inside.",Dining Services,High
2119,"My professor for ECON 201 doesn't respond to student emails.",Academic,Medium
2120,"The main entrance door to the library is difficult to open.",Facilities,Low
2121,"My dorm room (Maple 503) smells faintly of mildew.",Housing,Medium
2122,"Unable to access the online portal for student health services.",IT Support,Medium
2123,"Need clarification on the difference between grants and scholarships in my aid package.",Financial Aid,Low
2124,"The campus needs more comfortable outdoor seating areas.",Campus Life,Low
2125,"The professor for CS 101 explains concepts too quickly.",Academic,Low
2126,"The restroom near the main dining hall needs cleaning.",Facilities,Medium
2127,"My RA has not addressed the overflowing trash issue in the floor common room.",Housing,Low
2128,"My work-study time approval is pending, delaying my paycheck.",Financial Aid,Medium
2129,"The campus needs better accessibility for visually impaired students.",Campus Life,Medium
2130,"The online platform for submitting discussion posts is not saving my entries.",IT Support,Medium
2131,"The vegetarian option today was bland and unimaginative.",Dining Services,Low
2132,"My advisor gave me conflicting information regarding prerequisites for a key course.",Academic,High
2133,"The lighting in the study area on the library's second floor is flickering.",Facilities,Low
2134,"My roommate has guests over past midnight multiple times a week.",Housing,Medium
2135,"My financial aid refund check was mailed to my old address.",Financial Aid,High
2136,"The campus needs more student organization recruitment events.",Campus Life,Low
2137,"The university's learning management system (Canvas) is experiencing slow load times.",IT Support,Medium
2138,"The dining hall ran out of forks and knives during dinner.",Dining Services,Medium
2139,"My professor for BIOL 250 hasn't graded our first lab report yet (submitted 4 weeks ago).",Academic,Medium
2140,"The sidewalk leading to the gym is cracked and poses a tripping hazard.",Facilities,Medium
2141,"My dorm room (Pine 621) window doesn't close securely.",Housing,Medium
2142,"My student account login for the library databases isn't working.",IT Support,Medium
2143,"Need help comparing the repayment plans for my federal student loans.",Financial Aid,Low
2144,"The campus needs more social activities on weekends.",Campus Life,Low
2145,"The required software for my statistics course (JMP) has installation issues.",IT Support,Medium
2146,"The chicken sandwich was dry and tough.",Dining Services,Low
2147,"My request for disability accommodations hasn't been processed in a timely manner.",Academic,High
2148,"The elevator in the Fine Arts building is consistently slow.",Facilities,Low
2149,"My RA seems unresponsive to emails and messages.",Housing,Medium
2150,"My student account has an unexplained 'administrative fee' charge.",Financial Aid,Medium
2151,"The campus needs better resources for finding off-campus housing.",Campus Life,Low
2152,"The university VPN keeps disconnecting during important downloads.",IT Support,Medium
2153,"The dining hall served pasta with sauce that tasted like it came from a jar.",Dining Services,Low
2154,"My professor for ENGL 101 has very unclear grading expectations.",Academic,Medium
2155,"The lighting in the outdoor plaza area is poor.",Facilities,Medium
2156,"My roommate is borrowing my clothes without asking.",Housing,Medium
2157,"My financial aid disbursement is being held for missing verification documents I already submitted.",Financial Aid,High
2158,"The campus shuttle needs more frequent service during midday.",Campus Life,Low
2159,"The online textbook platform required for class is frequently down for maintenance.",IT Support,Medium
2160,"The dining hall ice cream machine was broken again.",Dining Services,Low
2161,"I need to appeal a grade I received due to inconsistent application of the rubric.",Academic,High
2162,"The automatic door opener at the main entrance to Davis Hall is faulty.",Facilities,Medium
2163,"My dorm room (Sycamore 118) heating system is making a loud banging noise.",Housing,Medium
2164,"Unable to access my university transcript electronically.",IT Support,Medium
2165,"Need information on emergency short-term loan availability.",Financial Aid,High
2166,"The campus needs more recreational facilities, like tennis or volleyball courts.",Campus Life,Medium
2167,"The software required for my final project (Final Cut Pro) isn't available in enough labs.",IT Support,High
2168,"The dining hall served chili that was watery and lacked seasoning.",Dining Services,Low
2169,"My advisor failed to notify me about a change in degree requirements.",Academic,High
2170,"The elevator in the library smells like cigarette smoke.",Facilities,Low
2171,"My RA hasn't addressed the persistent issue of noise from the room above mine.",Housing,Medium
2172,"My student account login works for email but not for the course portal.",IT Support,Medium
2173,"Need clarification on how study abroad costs are factored into financial aid.",Financial Aid,Medium
2174,"The campus needs more mental health awareness events.",Campus Life,Low
2175,"The university website is difficult to search for specific academic policies.",IT Support,Low
2176,"The dining hall staff were handling food with bare hands after touching surfaces.",Dining Services,High
2177,"My professor for HIST 205 provides minimal feedback on written assignments.",Academic,Medium
2178,"The lighting in the stairwell of the Administration Building is out.",Facilities,Medium
2179,"My dorm room (Redwood 312) has poor ventilation.",Housing,Low
2180,"My student ID card swipe is not working at the parking garage entrance.",IT Support,Medium
2181,"Need help understanding the process for applying for Federal Work-Study.",Financial Aid,Low
2182,"The campus needs more diverse food options in the student union.",Campus Life,Medium
2183,"The professor for MATH 112 makes frequent errors when solving problems on the board.",Academic,Medium
2184,"The elevator in the parking garage is extremely slow.",Facilities,Low
2185,"My roommate is messy and leaves belongings scattered in the common area.",Housing,Low
2186,"My financial aid package seems insufficient to cover tuition and fees.",Financial Aid,High
2187,"The campus needs more support services for first-generation college students.",Campus Life,Medium
2188,"The online proctoring software required for my exam is incompatible with my computer.",IT Support,High
2189,"The dining hall served green beans that were mushy and overcooked.",Dining Services,Low
2190,"My request for a prerequisite waiver for an essential course was denied arbitrarily.",Academic,High
2191,"The accessible restroom stall on the library's third floor is consistently occupied by non-disabled individuals.",Facilities,Medium
2192,"My RA seems to favor certain residents over others when enforcing rules.",Housing,Medium
2193,"My student account has a hold due to an unpaid library fine I already paid.",Financial Aid,Medium
2194,"The campus needs more charging lockers for electronic devices.",Campus Life,Low
2195,"The university email server is very slow this morning.",IT Support,Low
2196,"The salad bar ran out of ranch dressing.",Dining Services,Low
2197,"My professor for CHEM 102 cancelled lab section without adequate notice.",Academic,Medium
2198,"The sidewalk near the Student Health Center is cracked.",Facilities,Low
2199,"My dorm room (Juniper 608) window has condensation between the panes.",Housing,Low
2200,"Unable to connect my smart speaker to the campus Wi-Fi network.",IT Support,Low
2201,"Need information on loan forgiveness options for teachers.",Financial Aid,Low
2202,"The campus needs more activities during the first week of classes to help students connect.",Campus Life,Low
2203,"The online platform for my Spanish class is not recording my spoken exercises correctly.",IT Support,Medium
2204,"The turkey sandwich I got had dry bread.",Dining Services,Low
2205,"My advisor is difficult to schedule appointments with.",Academic,Medium
2206,"The elevator in the Student Services building makes a loud thud when stopping.",Facilities,Medium
2207,"My roommate plays loud video games late at night, violating quiet hours.",Housing,High
2208,"My student account shows an incorrect charge date for tuition.",Financial Aid,Low
2209,"The campus needs more gender-inclusive restrooms.",Campus Life,Medium
2210,"The university network is blocking access to certain educational websites.",IT Support,Medium
2211,"The dining hall served pizza with very sparse toppings.",Dining Services,Low
2212,"My professor for PSYC 310 is unresponsive to student questions during lecture.",Academic,Low
2213,"The lighting in the outdoor seating area near the library needs repair.",Facilities,Medium
2214,"My RA did not follow through on mediating a roommate conflict.",Housing,Medium
2215,"My financial aid disbursement hasn't arrived yet, and rent is due.",Financial Aid,High
2216,"The campus needs better promotion of available tutoring services.",Campus Life,Low
2217,"The required software (Adobe Photoshop) keeps crashing when using certain tools.",IT Support,Medium
2218,"The dining hall fruit options are often limited to apples and bananas.",Dining Services,Low
2219,"I need to register for a course that requires instructor permission, but the instructor hasn't responded.",Academic,High
2220,"The automatic door opener at the gym entrance is slow.",Facilities,Low
2221,"My dorm room (Laurel 517) heating system is very noisy.",Housing,Low
2222,"My university email account is receiving a high volume of spam.",IT Support,Low
2223,"Need assistance completing the FAFSA renewal application.",Financial Aid,Low
2224,"The campus needs more affordable options for printing.",Campus Life,Low
2225,"The professor for HIST 110 relies too heavily on the textbook and doesn't add much insight.",Academic,Low
2226,"The restroom near the bookstore is often out of paper towels.",Facilities,Low
2227,"My roommate has not cleaned their share of the common area in weeks.",Housing,Medium
2228,"My student ID card is damaged and needs replacement.",IT Support,Low
2229,"Need clarification on how withdrawing from a course impacts financial aid eligibility.",Financial Aid,High
2230,"The campus needs more events focused on student art and performances.",Campus Life,Low
2231,"The online homework system for physics marked my correctly formatted answer as wrong.",IT Support,Medium
2232,"The dining hall served hamburgers that were charred black.",Dining Services,Medium
2233,"My advisor provided incorrect information about the requirements for my concentration.",Academic,High
2234,"The elevator in the main academic building is frequently out of service.",Facilities,High
2235,"My roommate is consistently leaving the room door unlocked.",Housing,High
2236,"Unable to access the university's course evaluation system.",IT Support,Low
2237,"Need information about grant opportunities for undergraduate research.",Financial Aid,Low
2238,"The campus needs more late-night food options besides vending machines.",Campus Life,Medium
2239,"The software required for my architecture class (AutoCAD) is not available on enough computers.",IT Support,High
2240,"The dining hall's salad bar lettuce looked wilted.",Dining Services,Low
2241,"My request for an independent study project has been ignored.",Academic,Medium
2242,"The lighting in the tunnel connecting campus buildings is flickering.",Facilities,Medium
2243,"My RA is rarely seen and seems uninvolved with the floor community.",Housing,Low
2244,"My financial aid package doesn't seem to cover my estimated cost of living.",Financial Aid,High
2245,"The campus needs better communication about unscheduled campus closures (e.g., snow days).",Campus Life,Medium
2246,"The university VPN connection is required for library access but is unreliable.",IT Support,Medium
2247,"The dining hall served soup that was cold.",Dining Services,Low
2248,"My professor for ENGL 310 uses overly harsh grading criteria.",Academic,Medium
2249,"The automatic flush sensor in the library restroom is not working.",Facilities,Low
2250,"My roommate is using my personal items without asking.",Housing,Medium
2251,"My student account has a hold for a fee I don't recognize.",Financial Aid,Medium
2252,"The campus needs more recreational outdoor spaces.",Campus Life,Low
2253,"The university's website is difficult to navigate to find specific department information.",IT Support,Low
2254,"The dining hall staff member preparing food was wearing dangling jewelry.",Dining Services,Medium
2255,"My advisor is pushing me to take summer classes I cannot afford.",Academic,Low
2256,"The elevator in the Student Union is making a grinding sound.",Facilities,Medium
2257,"My dorm room (Aspen 601) window won't stay open.",Housing,Low
2258,"My university email is not receiving emails from external addresses.",IT Support,High
2259,"Need assistance understanding the Master Promissory Note for my loans.",Financial Aid,Low
2260,"The campus recreation center equipment reservation system is confusing.",Campus Life,Low
2261,"The professor for PSYC 101 reads directly from the slides during lecture.",Academic,Low
2262,"The restroom on the 3rd floor of Thompson Hall needs cleaning.",Facilities,Low
2263,"My roommate has created a mess in the common area and refuses to clean it.",Housing,Medium
2264,"My financial aid refund seems smaller than expected; need breakdown.",Financial Aid,Medium
2265,"The campus needs more vegan options in the cafes.",Campus Life,Medium
2266,"The online textbook platform logs me out frequently.",IT Support,Low
2267,"The dining hall served mushy, overcooked broccoli.",Dining Services,Low
2268,"My professor for MATH 201 is unresponsive to questions asked via email.",Academic,Medium
2269,"The lighting in the library group study rooms is inadequate.",Facilities,Low
2270,"My RA hasn't responded to my request for help with a maintenance issue.",Housing,Low
2271,"My financial aid is on hold due to missing SAP requirements, but my GPA is fine.",Financial Aid,High
2272,"The campus needs better support for international student visa processes.",Campus Life,Medium
2273,"The software required for my programming class (Eclipse) has bugs.",IT Support,Medium
2274,"The coffee at the dining hall was watery this morning.",Dining Services,Low
2275,"My advisor recommended a course that is already full.",Academic,Medium
2276,"The elevator in the Science building is frequently crowded.",Facilities,Low
2277,"My dorm room (Oak 414) AC filter looks dirty.",Housing,Low
2278,"Unable to log into the university portal to view my course schedule.",IT Support,Medium
2279,"Need information on the deadline to apply for summer work-study.",Financial Aid,Low
2280,"The campus needs more benches along the main walking paths.",Campus Life,Low
2281,"The professor for ART 3D provides unclear instructions for projects.",Academic,Medium
2282,"The automatic paper towel dispenser in the library restroom is often empty.",Facilities,Low
2283,"My roommate is consistently late paying their share of shared expenses.",Housing,Medium
2284,"My student account was charged late fees incorrectly.",Financial Aid,High
2285,"The campus needs more awareness campaigns about available mental health resources.",Campus Life,Medium
2286,"The university network is blocking access to online collaboration tools like Google Docs.",IT Support,Medium
2287,"The dining hall sandwich station ran out of turkey.",Dining Services,Low
2288,"My professor for HIST 410 assigns an excessive amount of reading.",Academic,Low
2289,"The accessible entrance door to the theater building is difficult to open.",Facilities,Medium
2290,"My dorm room (Birch 104) heating is inconsistent.",Housing,Low
2291,"My university email forwards are not working correctly.",IT Support,Low
2292,"Need help finding external scholarship search resources.",Financial Aid,Low
2293,"The campus needs more student art displayed in buildings.",Campus Life,Low
2294,"The required online learning module for ethics training is malfunctioning.",IT Support,Medium
2295,"The dining hall served rice that was crunchy and undercooked.",Dining Services,Medium
2296,"My advisor seems unaware of the requirements for my specific degree track.",Academic,High
2297,"The lighting in the parking lot near the dorms is too dim.",Facilities,High
2298,"My RA is not enforcing the prohibition of smoking near building entrances.",Housing,Medium
2299,"My financial aid refund was deposited into the wrong bank account.",Financial Aid,Critical
2300,"The campus needs more support groups for students with chronic illnesses.",Campus Life,Medium
2301,"The online exam software requires webcam access, which feels invasive.",IT Support,Low
2302,"The dining hall served yogurt that was past its expiration date.",Dining Services,High
2303,"My professor for ENGL 101 is often unprepared for class.",Academic,Low
2304,"The elevator in the library frequently stops between floors.",Facilities,High
2305,"My roommate leaves passive-aggressive notes instead of communicating directly.",Housing,Low
2306,"Unable to access my financial aid information online; page shows error.",IT Support,High
2307,"Need assistance understanding the FAFSA dependency questions.",Financial Aid,Low
2308,"The campus needs more organized outdoor recreational activities.",Campus Life,Low
2309,"The software required for my chemistry lab simulations isn't working.",IT Support,High
2310,"The dining hall served chicken that tasted rubbery.",Dining Services,Low
2311,"My petition to take a course at another university for transfer credit was denied without cause.",Academic,Medium
2312,"The automatic door opener at the Student Union main entrance is broken.",Facilities,Medium
2313,"My dorm room (Cedar 519) has a persistent musty smell.",Housing,Medium
2314,"My student ID card is not being recognized by the printing system.",IT Support,Low
2315,"Need information about the impact of work-study earnings on taxes.",Financial Aid,Low
2316,"The campus needs more transparent communication about budget decisions.",Campus Life,Low
2317,"The professor for MATH 300 does not provide adequate examples during lectures.",Academic,Medium
2318,"The restroom near the main auditorium is often dirty.",Facilities,Medium
2319,"My RA has not responded to my concerns about safety on our floor.",Housing,High
2320,"My student account shows a past due balance that I already paid.",Financial Aid,High
2321,"The campus needs more cultural events representing diverse backgrounds.",Campus Life,Medium
2322,"The university's primary website is down.",IT Support,High
2323,"The dining hall staff member preparing food was wearing gloves with holes.",Dining Services,Medium
2324,"My advisor recommended I drop a required course unnecessarily.",Academic,Medium
2325,"The elevator in the Administration building is unusually noisy.",Facilities,Medium
2326,"My dorm room (Elm 612) AC unit is dripping water.",Housing,Medium
2327,"Unable to log into the system to view my academic transcript.",IT Support,Medium
2328,"Need clarification on the eligibility requirements for federal parent loans.",Financial Aid,Low
2329,"The campus needs more readily available information about student health services.",Campus Life,Low
2330,"The online platform for my foreign language course has frequent audio glitches.",IT Support,Low
2331,"The dining hall served watery mashed potatoes.",Dining Services,Low
2332,"My professor for SOC 101 hasn't graded our first paper yet (Week 8).",Academic,Medium
2333,"The lighting in the library carrels is flickering.",Facilities,Low
2334,"My roommate is constantly having loud phone conversations in the room.",Housing,Medium
2335,"My financial aid award letter seems to be missing a scholarship I received.",Financial Aid,High
2336,"The campus shuttle schedule is inconvenient for students with early morning classes.",Campus Life,Medium
2337,"The required statistical software package (Stata) failed to install.",IT Support,Medium
2338,"The salad bar tomatoes looked mushy and overripe.",Dining Services,Low
2339,"My request for a credit overload was ignored.",Academic,Medium
2340,"The sidewalk near the Fine Arts building is hazardous due to loose bricks.",Facilities,Medium
2341,"My RA is never present during posted duty hours.",Housing,Low
2342,"My student account was charged for a meal plan I opted out of.",Financial Aid,High
2343,"The campus needs more opportunities for undergraduate research.",Campus Life,Medium
2344,"The university network is blocking access to essential online textbooks.",IT Support,High
2345,"The dining hall served stale bread with the soup.",Dining Services,Low
2346,"My professor for HIST 210 assigns readings but never discusses them.",Academic,Low
2347,"The elevator in the library basement isn't working.",Facilities,Medium
2348,"My dorm room (Maple 409) window is stuck.",Housing,Low
2349,"Unable to access the university's wifi network on my phone.",IT Support,Medium
2350,"Need assistance completing the required loan exit counseling.",Financial Aid,Low
2351,"The campus needs more green initiatives, like composting in dining halls.",Campus Life,Medium
2352,"The professor for CS 201 provides unclear project requirements.",Academic,Medium
2353,"The restroom on the library's main floor is out of toilet paper.",Facilities,Low
2354,"My roommate has not paid their portion of the shared utility bill.",Housing,Medium
2355,"My financial aid verification is taking an excessively long time.",Financial Aid,High
2356,"The campus needs more bike storage options that are covered.",Campus Life,Low
2357,"The online submission system for assignments is not user-friendly.",IT Support,Low
2358,"The dining hall served pasta that was cold.",Dining Services,Low
2359,"My advisor seems disinterested during advising appointments.",Academic,Low
2360,"The automatic door opener button near the accessible parking is broken.",Facilities,High
2361,"My dorm room (Pine 529) has poor cell phone reception.",Housing,Low
2362,"My university password reset link expired before I could use it.",IT Support,Medium
2363,"Need information on how outside scholarships affect institutional aid.",Financial Aid,Medium
2364,"The campus needs more social spaces for commuter students.",Campus Life,Medium
2365,"The professor for ECON 101 speaks too softly and is hard to hear.",Academic,Low
2366,"The lighting in the study lounge on the 5th floor is broken.",Facilities,Low
2367,"My RA hasn't addressed my concerns about cleanliness in the shared bathroom.",Housing,Medium
2368,"My student account reflects a charge from the bookstore that I didn't make.",Financial Aid,High
2369,"The campus needs more career counseling resources.",Campus Life,Medium
2370,"The university email system is down, preventing access to important messages.",IT Support,High
2371,"The dining hall staff member sneezed into their hand and then continued serving.",Dining Services,High
2372,"My request for a late withdrawal from a course due to illness was denied.",Academic,High
2373,"The elevator in the Student Union is stuck.",Facilities,Critical
2374,"My roommate is creating a disruptive environment by constantly arguing loudly.",Housing,Medium
2375,"My financial aid refund needed for rent is delayed.",Financial Aid,Critical
2376,"Inadequate security presence during a large campus protest.",Campus Life,High
2377,"The online exam platform crashed during my final exam, potentially failing me.",IT Support,Critical
2378,"Reports of several students getting sick after eating Tuesday's lunch special.",Dining Services,High
2379,"Professor made sexist remarks during lecture.",Academic,High
2380,"Exposed wiring visible near a water fountain.",Facilities,Critical
2381,"My roommate is expressing thoughts of harming others.",Housing,Critical
2382,"My financial aid was cancelled due to an error in the university's SAP calculation.",Financial Aid,Critical
2383,"Suspicious individual reported trying to gain access to residence halls.",Campus Life,High
2384,"University network experiencing major slowdowns, impacting online classes.",IT Support,High
2385,"The dining hall served food containing glass shards.",Dining Services,Critical
2386,"My advisor provided fraudulent information about program requirements.",Academic,Critical
2387,"Fire door blocked by vending machine.",Facilities,Critical
2388,"My roommate brought unregistered guests who are causing disturbances.",Housing,Medium
2389,"My student account password was reset without my request.",IT Support,High
2390,"Need emergency funds to replace required course materials lost in a fire.",Financial Aid,Critical
2391,"Campus response to recent bias incidents feels inadequate.",Campus Life,Medium
2392,"The university website is displaying outdated contact information for key offices.",IT Support,Low
2393,"The dining hall coffee is consistently weak.",Dining Services,Low
2394,"Professor is grading based on participation in online discussions, but the platform is buggy.",Academic,Medium
2395,"The drinking fountain on the 2nd floor of Davis Hall is broken.",Facilities,Low
2396,"My dorm room (Sycamore 417) has a leaky faucet.",Housing,Low
2397,"Unable to connect my laptop to the projector system in the classroom.",IT Support,Medium
2398,"Need help understanding the difference between federal Pell Grants and state grants.",Financial Aid,Low
2399,"The campus needs more healthy options in the vending machines.",Campus Life,Low
2400,"The professor for ART 220 gives unclear assignment deadlines.",Academic,Low
2401,"The restroom near the library cafe is out of soap.",Facilities,Low
2402,"My RA seems overwhelmed and unable to handle floor issues effectively.",Housing,Low
2403,"My financial aid package was reduced after I received an external scholarship.",Financial Aid,Medium
2404,"The campus needs more bike racks near the science complex.",Campus Life,Low
2405,"The university's mobile app keeps crashing when I try to view my grades.",IT Support,Low
2406,"The dining hall hamburgers were dry and overcooked.",Dining Services,Low
2407,"My request to add a course after the deadline was denied without review.",Academic,Medium
2408,"The lighting in the main quad is insufficient at night.",Facilities,Medium
2409,"My roommate is using my assigned desk space without permission.",Housing,Low
2410,"My student ID card isn't scanning correctly at the dining hall entrance.",IT Support,Medium
2411,"Need information about the federal TEACH Grant program.",Financial Aid,Low
2412,"The campus recreation center should offer more flexible membership options.",Campus Life,Low
2413,"The online platform for my statistics class is not recording my homework scores.",IT Support,Medium
2414,"The salad bar ran out of spring mix lettuce.",Dining Services,Low
2415,"My advisor is recommending I take courses out of sequence.",Academic,Medium
2416,"The elevator in the Thompson Hall is moving erratically.",Facilities,High
2417,"My dorm room (Redwood 119) window latch is broken.",Housing,Medium
2418,"Unable to access the university's online payment system.",IT Support,High
2419,"Need clarification on the requirements for maintaining federal loan eligibility.",Financial Aid,Medium
2420,"The campus needs more quiet study areas that aren't in the library.",Campus Life,Medium
2421,"The required software for my programming assignment (Python IDE) is malfunctioning.",IT Support,Medium
2422,"The dining hall served chicken that was rubbery and tough.",Dining Services,Low
2423,"My professor for ENGL 350 frequently cancels office hours.",Academic,Medium
2424,"The automatic door opener button at the Fine Arts building entrance is stuck.",Facilities,Medium
2425,"My roommate plays music loudly while I am trying to sleep.",Housing,High
2426,"My student account shows a 'library fine hold' but I have no overdue books.",Financial Aid,Medium
2427,"The campus needs more student leadership training opportunities.",Campus Life,Low
2428,"The university wifi network is extremely slow in the evenings.",IT Support,Medium
2429,"The dining hall served soup that was excessively salty.",Dining Services,Low
2430,"My advisor seems unfamiliar with the requirements for my combined degree program.",Academic,High
2431,"The lighting in the library basement study rooms is poor.",Facilities,Low
2432,"My RA has not followed up on a noise complaint I filed last week.",Housing,Medium
2433,"My financial aid disbursement is needed to pay for off-campus housing.",Financial Aid,High
2434,"The campus needs more information sessions about study abroad programs.",Campus Life,Low
2435,"The university requires students to use a specific, expensive calculator for math courses.",Academic,Low
2436,"The dining hall staff member handling salad bar items was not wearing gloves.",Dining Services,High
